from,to,type,evidence_tag,note
BC-SKL-05031,BC-SKL-05041,hard_prerequisite,inferred,Prerequisite for Sketch a possible graph of a function from the graph of its derivative.
BC-SKL-05031,BC-SKL-05042,hard_prerequisite,inferred,Prerequisite for Match a named feature of a function with the corresponding feature of its derivative.
BC-SKL-05031,BC-SKL-05046,hard_prerequisite,inferred,Prerequisite for Translate a statement about the second derivative into a statement about shape.
BC-SKL-05032,BC-SKL-05033,hard_prerequisite,inferred,Prerequisite for Confirm a point of inflection by a sign change of the second derivative.
BC-SKL-05033,BC-SKL-05034,hard_prerequisite,inferred,Prerequisite for Reject a candidate where the second derivative is zero without a sign change.
BC-SKL-05033,BC-SKL-05035,hard_prerequisite,inferred,Prerequisite for Tie a concavity or inflection reason to the representation that was given.
BC-SKL-05033,BC-SKL-05043,hard_prerequisite,inferred,Prerequisite for Place extrema and points of inflection consistently on a sketch.
BC-SKL-05036,BC-SKL-05037,hard_prerequisite,inferred,Prerequisite for State the inconclusive case of the second derivative test.
BC-SKL-05036,BC-SKL-05038,hard_prerequisite,inferred,Prerequisite for Extend a sole relative extremum to an absolute extremum on the interval.
BC-SKL-05036,BC-SKL-05039,hard_prerequisite,inferred,Prerequisite for Choose between the first and second derivative tests for a given presentation.
BC-SKL-05036,BC-SKL-05063,hard_prerequisite,inferred,Prerequisite for Classify a critical point of an implicit relation using the second derivative.
BC-SKL-05038,BC-SKL-05053,hard_prerequisite,inferred,Prerequisite for Verify that the critical point gives the required extremum on the domain.
BC-SKL-05041,BC-SKL-05043,hard_prerequisite,inferred,Prerequisite for Place extrema and points of inflection consistently on a sketch.
BC-SKL-05041,BC-SKL-05044,hard_prerequisite,inferred,Prerequisite for Recognise the vertical shift ambiguity when a curve is drawn from its derivative.
BC-SKL-05042,BC-SKL-05045,hard_prerequisite,inferred,"Prerequisite for Identify which of several graphs is the function, the derivative, and the second derivative."
BC-SKL-05046,BC-SKL-07023,supporting,inferred,"Translating a second derivative statement into a statement about shape, the Unit 5 skill behind the direction of an Euler error."
BC-SKL-05047,BC-SKL-05048,hard_prerequisite,inferred,Prerequisite for Answer a question about a function from tabulated derivative values.
BC-SKL-05049,BC-SKL-05050,hard_prerequisite,inferred,Prerequisite for Use the constraint to write the objective as a function of one variable.
BC-SKL-05050,BC-SKL-05051,hard_prerequisite,inferred,Prerequisite for Determine the domain of the objective from the context.
BC-SKL-05050,BC-SKL-05052,hard_prerequisite,inferred,Prerequisite for Differentiate the objective and solve for critical points.
BC-SKL-05051,BC-SKL-05056,hard_prerequisite,inferred,Prerequisite for Check the optimum against the endpoints of the contextual domain.
BC-SKL-05052,BC-SKL-05053,hard_prerequisite,inferred,Prerequisite for Verify that the critical point gives the required extremum on the domain.
BC-SKL-05052,BC-SKL-07042,hard_prerequisite,inferred,"Differentiating an objective and solving for critical points, the Unit 5 skill that maximises the logistic rate."
BC-SKL-05053,BC-SKL-05054,hard_prerequisite,inferred,Prerequisite for Report the optimal value with its units and the input where it occurs.
BC-SKL-05054,BC-SKL-05055,hard_prerequisite,inferred,Prerequisite for Interpret the optimal value as a statement about the situation.
BC-SKL-05054,BC-SKL-05057,hard_prerequisite,inferred,Prerequisite for Answer the question asked in an applied optimisation.
BC-SKL-05058,BC-SKL-05060,hard_prerequisite,inferred,Prerequisite for Solve the defining relation and the derived condition together.
BC-SKL-05059,BC-SKL-05060,hard_prerequisite,inferred,Prerequisite for Solve the defining relation and the derived condition together.
BC-SKL-05061,BC-SKL-05062,hard_prerequisite,inferred,Prerequisite for Substitute the derivative expression to evaluate a second derivative at a point.
BC-SKL-05062,BC-SKL-05063,hard_prerequisite,inferred,Prerequisite for Classify a critical point of an implicit relation using the second derivative.
BC-SKL-06005,BC-SKL-06010,hard_prerequisite,inferred,Prerequisite for Justify whether a Riemann sum under or over estimates using monotonicity.
BC-SKL-06006,BC-SKL-06010,hard_prerequisite,inferred,Prerequisite for Justify whether a Riemann sum under or over estimates using monotonicity.
BC-SKL-06008,BC-SKL-06011,hard_prerequisite,inferred,Prerequisite for Justify whether a trapezoidal or midpoint sum under or over estimates using concavity.
BC-SKL-06012,BC-SKL-06014,hard_prerequisite,inferred,Prerequisite for Convert the limit of a Riemann sum into a definite integral.
BC-SKL-06013,BC-SKL-06015,hard_prerequisite,inferred,Prerequisite for Express a definite integral as the limit of a Riemann sum.
BC-SKL-06017,BC-SKL-06018,hard_prerequisite,inferred,Prerequisite for Differentiate an accumulation function with a variable upper limit.
BC-SKL-06018,BC-SKL-06019,hard_prerequisite,inferred,Prerequisite for Differentiate an accumulation function whose upper limit is a function of x.
BC-SKL-06018,BC-SKL-06022,hard_prerequisite,inferred,Prerequisite for Determine where an accumulation function increases or decreases from the sign of the integrand.
BC-SKL-06018,BC-SKL-06023,hard_prerequisite,inferred,Prerequisite for Locate relative extrema of an accumulation function from sign changes of the integrand.
BC-SKL-06018,BC-SKL-06024,hard_prerequisite,inferred,Prerequisite for Locate points of inflection of an accumulation function from turning points of the integrand.
BC-SKL-06018,BC-SKL-06025,hard_prerequisite,inferred,Prerequisite for Determine the concavity of an accumulation function from the monotonicity of the integrand.
BC-SKL-06020,BC-SKL-06026,hard_prerequisite,inferred,Prerequisite for Determine an absolute extreme value of an accumulation function with a global argument.
BC-SKL-06021,BC-SKL-05010,supporting,inferred,"The Fundamental Theorem of Calculus supplies the derivative when the function is an accumulation, which is how BC-QA-05007 presents it."
BC-SKL-06022,BC-SKL-06023,hard_prerequisite,inferred,Prerequisite for Locate relative extrema of an accumulation function from sign changes of the integrand.
BC-SKL-06022,BC-SKL-06027,hard_prerequisite,inferred,Prerequisite for Describe the graph of an accumulation function from the graph of the integrand.
BC-SKL-06023,BC-SKL-05020,supporting,inferred,The Unit 6 record for applying the first derivative test to an accumulation function depends on this skill and is recorded there.
BC-SKL-06023,BC-SKL-06026,hard_prerequisite,inferred,Prerequisite for Determine an absolute extreme value of an accumulation function with a global argument.
BC-SKL-06024,BC-SKL-06027,hard_prerequisite,inferred,Prerequisite for Describe the graph of an accumulation function from the graph of the integrand.
BC-SKL-06025,BC-SKL-05033,supporting,inferred,The Unit 6 record for concavity of an accumulation function depends on this skill and is recorded there.
BC-SKL-06025,BC-SKL-06027,hard_prerequisite,inferred,Prerequisite for Describe the graph of an accumulation function from the graph of the integrand.
BC-SKL-06026,BC-SKL-05028,supporting,inferred,The Unit 6 record for the candidates test on an accumulation function depends on this skill and is recorded there.
BC-SKL-06028,BC-SKL-06020,hard_prerequisite,inferred,Prerequisite for Evaluate an accumulation function at a specified input from the graph of the integrand.
BC-SKL-06028,BC-SKL-08002,hard_prerequisite,verified,Evaluating a definite integral from a graph by geometry supports the average value from a graph.
BC-SKL-06028,BC-SKL-08019,hard_prerequisite,inferred,Area between curves is a definite integral evaluated by geometry or antidifferentiation
BC-SKL-06028,BC-SKL-09035,hard_prerequisite,inferred,Area bounded by a polar curve is a definite integral of one half r squared.
BC-SKL-06031,BC-SKL-06033,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral of a function with a removable or jump discontinuity.
BC-SKL-06031,BC-SKL-06070,hard_prerequisite,inferred,Prerequisite for Split an improper integral that is improper at more than one place.
BC-SKL-06031,BC-SKL-08008,hard_prerequisite,inferred,Summing over subintervals uses the adjacent interval property.
BC-SKL-06034,BC-SKL-06036,hard_prerequisite,inferred,Prerequisite for Compute net change in a quantity from its rate over an interval.
BC-SKL-06034,BC-SKL-06038,hard_prerequisite,inferred,Prerequisite for Compute the average value of a function on an interval.
BC-SKL-06034,BC-SKL-06060,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral using integration by parts.
BC-SKL-06034,BC-SKL-06065,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral of a rational function by partial fractions.
BC-SKL-06034,BC-SKL-06068,hard_prerequisite,inferred,Prerequisite for Evaluate the limit to determine the value of a convergent improper integral.
BC-SKL-06034,BC-SKL-07025,hard_prerequisite,inferred,"Evaluating an antiderivative, the Unit 6 skill both sides of a separated equation need."
BC-SKL-06034,BC-SKL-08001,hard_prerequisite,verified,Evaluating a definite integral by antidifferentiation and endpoint substitution underlies the average value computation.
BC-SKL-06034,BC-SKL-08017,hard_prerequisite,inferred,The accumulation integral is evaluated by antidifferentiation and endpoint substitution.
BC-SKL-06034,BC-SKL-08022,hard_prerequisite,verified,Evaluating a definite integral with the Fundamental Theorem of Calculus underlies every area and volume evaluation in this unit.
BC-SKL-06034,BC-SKL-08035,hard_prerequisite,inferred,The expanded cross section integrand is antidifferentiated and evaluated at the endpoints.
BC-SKL-06034,BC-SKL-08039,hard_prerequisite,inferred,The named cross section integral is antidifferentiated and evaluated at the endpoints.
BC-SKL-06034,BC-SKL-08043,hard_prerequisite,inferred,The disc integral is antidifferentiated and evaluated at the endpoints.
BC-SKL-06034,BC-SKL-08057,hard_prerequisite,inferred,Arc length of a planar curve is a definite integral.
BC-SKL-06034,BC-SKL-08059,supporting,verified,Arc length integrals are definite integrals evaluated by the Fundamental Theorem of Calculus or with technology.
BC-SKL-06034,BC-SKL-09011,hard_prerequisite,inferred,"Arc length of a parametric curve requires evaluating a definite integral, usually with technology"
BC-SKL-06034,BC-SKL-09038,hard_prerequisite,inferred,A polar area integral done by hand is antidifferentiated and evaluated at the endpoints.
BC-SKL-06034,BC-SKL-10016,hard_prerequisite,inferred,The integral is antidifferentiated and evaluated between the lower limit and the variable bound.
BC-SKL-06034,BC-TOP-0706,hard_prerequisite,inferred,Separation of variables integrates both sides; Unit 7 skills do not exist yet so the topic id stands in; unmapped
BC-SKL-06034,BC-TOP-0807,hard_prerequisite,inferred,Volumes by cross sections and by revolution are definite integrals evaluated with the Fundamental Theorem of Calculus; unmapped
BC-SKL-06036,BC-SKL-06037,hard_prerequisite,inferred,Prerequisite for Compute a final value from an initial condition and an accumulated change.
BC-SKL-06036,BC-SKL-06039,hard_prerequisite,inferred,Prerequisite for Set up a single definite integral for a rate in minus rate out situation.
BC-SKL-06036,BC-SKL-08004,hard_prerequisite,inferred,Average value and net change open every Unit 8 application.
BC-SKL-06036,BC-SKL-08006,hard_prerequisite,verified,Computing net change from a rate over an interval is the displacement integral in the motion setting.
BC-SKL-06037,BC-SKL-08009,hard_prerequisite,verified,A position value from an initial position is the Unit 6 initial condition skill in the motion setting.
BC-SKL-06037,BC-SKL-08012,hard_prerequisite,verified,Computing a final value from an initial condition and an accumulated change is the Unit 6 form of this applied accumulation skill.
BC-SKL-06037,BC-SKL-09021,hard_prerequisite,verified,Computing a final value from an initial condition and an accumulated change is the Unit 6 form of this skill.
BC-SKL-06038,BC-SKL-08001,hard_prerequisite,verified,The Unit 6 average value skill is the same computation introduced with accumulation.
BC-SKL-06040,BC-SKL-06034,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral by antidifferentiation and endpoint substitution.
BC-SKL-06040,BC-SKL-06044,hard_prerequisite,inferred,Prerequisite for Include the constant of integration and determine it from an initial condition.
BC-SKL-06040,BC-SKL-06055,hard_prerequisite,inferred,Prerequisite for Rewrite an integrand by splitting or expanding before antidifferentiating.
BC-SKL-06040,BC-SKL-06057,hard_prerequisite,inferred,Prerequisite for Choose u and dv for an integration by parts.
BC-SKL-06042,BC-SKL-06057,hard_prerequisite,inferred,Prerequisite for Choose u and dv for an integration by parts.
BC-SKL-06043,BC-SKL-06054,hard_prerequisite,inferred,Prerequisite for Complete the square in a quadratic denominator to reach a standard form.
BC-SKL-06044,BC-SKL-07029,hard_prerequisite,inferred,"Determining the constant of integration from an initial condition, recorded in Unit 6."
BC-SKL-06044,BC-SKL-07032,hard_prerequisite,inferred,Prerequisite for Write a particular solution as an accumulation function.
BC-SKL-06046,BC-SKL-06074,hard_prerequisite,inferred,Prerequisite for Recognise when no elementary technique applies and use an integral or numerical representation.
BC-SKL-06047,BC-SKL-06048,hard_prerequisite,inferred,Prerequisite for Convert the differential and adjust the constant when substituting.
BC-SKL-06047,BC-SKL-06052,hard_prerequisite,inferred,Prerequisite for Apply substitution to an integrand that antidifferentiates to a logarithm.
BC-SKL-06047,BC-SKL-06054,hard_prerequisite,inferred,Prerequisite for Complete the square in a quadratic denominator to reach a standard form.
BC-SKL-06047,BC-SKL-06056,hard_prerequisite,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06047,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06047,BC-SKL-07024,hard_prerequisite,inferred,Separation of variables usually requires a substitution on one side
BC-SKL-06047,BC-SKL-07025,supporting,inferred,"Antidifferentiation by substitution, needed when the independent side of a separated equation is a composite."
BC-SKL-06047,BC-SKL-08035,supporting,inferred,Substitution is often the antidifferentiation route for an expanded squared difference.
BC-SKL-06047,BC-SKL-08057,supporting,inferred,Arc length integrands are sometimes reduced by a substitution.
BC-SKL-06047,BC-SKL-09011,supporting,inferred,Parametric arc length integrands sometimes reduce under a substitution.
BC-SKL-06047,BC-SKL-09038,supporting,inferred,Polar area integrands are often rewritten by substitution before antidifferentiation.
BC-SKL-06047,BC-SKL-10069,hard_prerequisite,inferred,Representing a function as a power series by term by term integration relies on substitution and basic antiderivatives
BC-SKL-06048,BC-SKL-06049,hard_prerequisite,inferred,Prerequisite for Back-substitute to express an indefinite integral in the original variable.
BC-SKL-06048,BC-SKL-06050,hard_prerequisite,inferred,Prerequisite for Change the limits of integration when substituting in a definite integral.
BC-SKL-06048,BC-SKL-06052,hard_prerequisite,inferred,Prerequisite for Apply substitution to an integrand that antidifferentiates to a logarithm.
BC-SKL-06049,BC-SKL-06051,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral by substitution with back-substitution before the limits are used.
BC-SKL-06050,BC-SKL-06051,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral by substitution with back-substitution before the limits are used.
BC-SKL-06050,BC-SKL-08022,supporting,inferred,Area integrands often need a substitution with the limits changed.
BC-SKL-06052,BC-SKL-06064,hard_prerequisite,inferred,Prerequisite for Antidifferentiate a linear partial fraction decomposition.
BC-SKL-06053,BC-SKL-06056,hard_prerequisite,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06053,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06054,BC-SKL-06056,hard_prerequisite,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06057,BC-SKL-06058,hard_prerequisite,inferred,Prerequisite for Apply the integration by parts formula.
BC-SKL-06057,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06058,BC-SKL-06059,hard_prerequisite,inferred,Prerequisite for Apply integration by parts more than once.
BC-SKL-06058,BC-SKL-06060,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral using integration by parts.
BC-SKL-06058,BC-SKL-06061,hard_prerequisite,inferred,Prerequisite for Apply integration by parts to an integrand containing an unknown function and its derivative.
BC-SKL-06058,BC-SKL-06073,hard_prerequisite,inferred,Prerequisite for Chain two antidifferentiation techniques in one problem.
BC-SKL-06062,BC-SKL-06063,hard_prerequisite,inferred,Prerequisite for Solve for the constants in a linear partial fraction decomposition.
BC-SKL-06062,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06063,BC-SKL-06064,hard_prerequisite,inferred,Prerequisite for Antidifferentiate a linear partial fraction decomposition.
BC-SKL-06064,BC-SKL-06065,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral of a rational function by partial fractions.
BC-SKL-06064,BC-SKL-06073,hard_prerequisite,inferred,Prerequisite for Chain two antidifferentiation techniques in one problem.
BC-SKL-06064,BC-SKL-07043,hard_prerequisite,inferred,The logistic model is integrated through a linear partial fraction decomposition.
BC-SKL-06066,BC-SKL-06067,hard_prerequisite,inferred,Prerequisite for Rewrite an improper integral as a limit of definite integrals.
BC-SKL-06066,BC-SKL-06070,hard_prerequisite,inferred,Prerequisite for Split an improper integral that is improper at more than one place.
BC-SKL-06066,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06067,BC-SKL-06068,hard_prerequisite,inferred,Prerequisite for Evaluate the limit to determine the value of a convergent improper integral.
BC-SKL-06067,BC-SKL-06069,hard_prerequisite,inferred,Prerequisite for Conclude that an improper integral diverges.
BC-SKL-06067,BC-SKL-10015,hard_prerequisite,inferred,The matching integral is improper and is written with limit notation.
BC-SKL-06067,BC-SKL-10015,supporting,inferred,The integral test compares a series with an improper integral.
BC-SKL-06068,BC-SKL-10016,hard_prerequisite,inferred,The value comes from taking the limit of that expression.
BC-SKL-06069,BC-SKL-10017,supporting,inferred,A divergent improper integral is the divergence side of the conclusion.
BC-SKL-06071,BC-SKL-06072,hard_prerequisite,inferred,Prerequisite for Rule out a technique whose structural precondition is absent.
BC-SKL-06071,BC-SKL-06073,hard_prerequisite,inferred,Prerequisite for Chain two antidifferentiation techniques in one problem.
BC-SKL-06071,BC-SKL-06074,hard_prerequisite,inferred,Prerequisite for Recognise when no elementary technique applies and use an integral or numerical representation.
BC-SKL-07001,BC-SKL-07034,hard_prerequisite,inferred,Prerequisite for Write the exponential model from a proportionality statement.
BC-SKL-07001,BC-SKL-07039,hard_prerequisite,inferred,Prerequisite for Write the logistic equation from a joint proportionality statement.
BC-SKL-07003,BC-SKL-07037,hard_prerequisite,inferred,Prerequisite for Interpret the sign and size of the constant in context.
BC-SKL-07003,BC-SKL-07043,hard_prerequisite,inferred,Prerequisite for Interpret a logistic model in context.
BC-SKL-07004,BC-SKL-07029,hard_prerequisite,inferred,Prerequisite for Substitute the initial condition to evaluate the constant of integration.
BC-SKL-07004,BC-SKL-07032,hard_prerequisite,inferred,Prerequisite for Write a particular solution as an accumulation function.
BC-SKL-07006,BC-SKL-07007,hard_prerequisite,inferred,Prerequisite for Confirm that a proposed solution satisfies the initial condition.
BC-SKL-07006,BC-SKL-07008,hard_prerequisite,inferred,Prerequisite for Show that a proposed function is not a solution.
BC-SKL-07006,BC-SKL-07009,hard_prerequisite,inferred,Prerequisite for State that a differential equation may have infinitely many solutions.
BC-SKL-07009,BC-SKL-07033,hard_prerequisite,inferred,Prerequisite for Distinguish the general solution family from the particular solution.
BC-SKL-07010,BC-SKL-07011,hard_prerequisite,inferred,Prerequisite for Draw the segments of a slope field at given lattice points.
BC-SKL-07010,BC-SKL-07012,hard_prerequisite,inferred,Prerequisite for Identify where the slope field is horizontal.
BC-SKL-07010,BC-SKL-07013,hard_prerequisite,inferred,Prerequisite for Describe how a field depends on only one of the variables.
BC-SKL-07010,BC-SKL-07016,hard_prerequisite,inferred,Prerequisite for Match a slope field to a differential equation.
BC-SKL-07010,BC-SKL-07018,hard_prerequisite,inferred,Prerequisite for Read monotonicity and concavity of a solution from the equation or the field.
BC-SKL-07010,BC-SKL-07020,hard_prerequisite,inferred,Prerequisite for Execute the first Euler step from the initial condition.
BC-SKL-07012,BC-SKL-07015,hard_prerequisite,inferred,Prerequisite for Keep a sketched curve on the correct side of an equilibrium level.
BC-SKL-07012,BC-SKL-07017,hard_prerequisite,inferred,Prerequisite for Describe the long-run behaviour of a solution from the field.
BC-SKL-07013,BC-SKL-07016,hard_prerequisite,inferred,Prerequisite for Match a slope field to a differential equation.
BC-SKL-07014,BC-SKL-07015,hard_prerequisite,inferred,Prerequisite for Keep a sketched curve on the correct side of an equilibrium level.
BC-SKL-07014,BC-SKL-07017,hard_prerequisite,inferred,Prerequisite for Describe the long-run behaviour of a solution from the field.
BC-SKL-07017,BC-SKL-07041,hard_prerequisite,inferred,Prerequisite for Determine the limiting value without solving the equation.
BC-SKL-07018,BC-SKL-07023,hard_prerequisite,inferred,Prerequisite for Decide the direction of the Euler error from concavity.
BC-SKL-07018,BC-SKL-10044,supporting,inferred,The second derivative of a solution is the quadratic coefficient of a Taylor polynomial; the topic id stands in for the Unit 10 skill
BC-SKL-07019,BC-SKL-07020,hard_prerequisite,inferred,Prerequisite for Execute the first Euler step from the initial condition.
BC-SKL-07020,BC-SKL-07021,hard_prerequisite,inferred,Prerequisite for Use the previous approximation as the input for the next step.
BC-SKL-07020,BC-SKL-07023,hard_prerequisite,inferred,Prerequisite for Decide the direction of the Euler error from concavity.
BC-SKL-07021,BC-SKL-07022,hard_prerequisite,inferred,Prerequisite for Lay out the computation as a labelled step table.
BC-SKL-07024,BC-SKL-07025,hard_prerequisite,inferred,Prerequisite for Antidifferentiate both sides of the separated equation.
BC-SKL-07024,BC-SKL-07028,hard_prerequisite,inferred,Prerequisite for Recognise when a differential equation is not separable.
BC-SKL-07025,BC-SKL-07026,hard_prerequisite,inferred,Prerequisite for Include a single constant of integration.
BC-SKL-07026,BC-SKL-07027,hard_prerequisite,inferred,Prerequisite for Solve the resulting equation for the dependent variable.
BC-SKL-07026,BC-SKL-07029,hard_prerequisite,inferred,Prerequisite for Substitute the initial condition to evaluate the constant of integration.
BC-SKL-07027,BC-SKL-07031,hard_prerequisite,inferred,Prerequisite for State the domain restriction the initial condition selects.
BC-SKL-07027,BC-SKL-07035,hard_prerequisite,inferred,Prerequisite for Produce the exponential solution from the model and the initial value.
BC-SKL-07029,BC-SKL-07030,hard_prerequisite,inferred,Prerequisite for Resolve an absolute value or a sign ambiguity from the initial condition.
BC-SKL-07029,BC-SKL-07033,hard_prerequisite,inferred,Prerequisite for Distinguish the general solution family from the particular solution.
BC-SKL-07029,BC-SKL-07035,hard_prerequisite,inferred,Prerequisite for Produce the exponential solution from the model and the initial value.
BC-SKL-07029,BC-SKL-07038,hard_prerequisite,inferred,Prerequisite for Apply a differential equation model to motion along a line.
BC-SKL-07032,BC-SKL-07038,hard_prerequisite,inferred,Prerequisite for Apply a differential equation model to motion along a line.
BC-SKL-07032,BC-SKL-09018,supporting,inferred,A particular solution in accumulation form is how a parametric motion question recovers a coordinate; the topic id stands in for the Unit 9 skill
BC-SKL-07034,BC-SKL-07035,hard_prerequisite,inferred,Prerequisite for Produce the exponential solution from the model and the initial value.
BC-SKL-07035,BC-SKL-07036,hard_prerequisite,inferred,Prerequisite for Determine the constant of proportionality from a second data pair.
BC-SKL-07036,BC-SKL-07037,hard_prerequisite,inferred,Prerequisite for Interpret the sign and size of the constant in context.
BC-SKL-07038,BC-TOP-0802,supporting,inferred,Motion along a line solved from a differential equation feeds the Unit 8 treatment of motion as accumulation; the topic id stands in for the Unit 8 skill; unmapped
BC-SKL-07039,BC-SKL-07040,hard_prerequisite,inferred,Prerequisite for Identify the carrying capacity from the form of the equation.
BC-SKL-07040,BC-SKL-07041,hard_prerequisite,inferred,Prerequisite for Determine the limiting value without solving the equation.
BC-SKL-07040,BC-SKL-07042,hard_prerequisite,inferred,Prerequisite for Determine the value at which the quantity changes fastest.
BC-SKL-07041,BC-SKL-07043,hard_prerequisite,inferred,Prerequisite for Interpret a logistic model in context.
BC-SKL-07042,BC-SKL-07043,hard_prerequisite,inferred,Prerequisite for Interpret a logistic model in context.
BC-SKL-08001,BC-SKL-08002,supporting,inferred,The graph route evaluates the same quotient with area in place of an antiderivative.
BC-SKL-08001,BC-SKL-08003,hard_prerequisite,inferred,The calculator presentation shows the quotient the formula defines.
BC-SKL-08001,BC-SKL-08004,hard_prerequisite,inferred,Telling the two averages apart needs the integral quotient in hand.
BC-SKL-08001,BC-SKL-08005,supporting,inferred,Units of the average follow from the integrand in the formula.
BC-SKL-08006,BC-SKL-08007,hard_prerequisite,inferred,Total distance is the displacement integral with the integrand replaced by speed.
BC-SKL-08006,BC-SKL-08009,hard_prerequisite,inferred,Position accumulates the displacement integral onto the initial value.
BC-SKL-08006,BC-SKL-08011,hard_prerequisite,inferred,Choosing the integrand requires knowing the displacement integral.
BC-SKL-08006,BC-SKL-09020,hard_prerequisite,verified,Displacement as the integral of velocity is the rectilinear skill applied componentwise.
BC-SKL-08007,BC-SKL-08008,hard_prerequisite,inferred,Splitting at the sign changes is how the speed integral is evaluated by hand.
BC-SKL-08007,BC-SKL-08011,hard_prerequisite,inferred,Choosing the integrand requires knowing the total distance integral.
BC-SKL-08007,BC-SKL-09025,hard_prerequisite,verified,Total distance as the integral of speed is the rectilinear skill transported to planar motion.
BC-SKL-08009,BC-SKL-08010,supporting,inferred,The velocity from acceleration accumulation repeats the position pattern one derivative down.
BC-SKL-08009,BC-SKL-08012,supporting,inferred,The applied accumulation is the motion accumulation with a general rate.
BC-SKL-08009,BC-SKL-09026,hard_prerequisite,verified,A position value from an initial position is the rectilinear skill applied componentwise.
BC-SKL-08012,BC-SKL-08014,hard_prerequisite,inferred,Evaluating the amount at every candidate needs the accumulation expression.
BC-SKL-08012,BC-SKL-08015,supporting,inferred,Interpreting the integral draws on the accumulation reading of it.
BC-SKL-08013,BC-SKL-08014,hard_prerequisite,inferred,The candidate times come from setting the net rate equal to zero.
BC-SKL-08013,BC-SKL-08016,supporting,inferred,Many applied prompts ask for the net of an inflow and an outflow.
BC-SKL-08015,BC-SKL-08017,supporting,inferred,Reporting in context reuses the quantity and units reading.
BC-SKL-08016,BC-SKL-08017,hard_prerequisite,inferred,The integral must be written before it can be evaluated and reported.
BC-SKL-08018,BC-SKL-08019,hard_prerequisite,inferred,The order of subtraction is fixed by which curve is upper.
BC-SKL-08018,BC-SKL-08028,hard_prerequisite,inferred,Fixing the order on each subinterval is the upper curve test repeated.
BC-SKL-08018,BC-SKL-08031,hard_prerequisite,inferred,The cross section side is a difference taken in the order the upper curve sets.
BC-SKL-08019,BC-SKL-08022,hard_prerequisite,inferred,The area integral must be set up before it is evaluated.
BC-SKL-08019,BC-SKL-08025,hard_prerequisite,inferred,The y integral mirrors the upper minus lower setup in x.
BC-SKL-08019,BC-SKL-08026,hard_prerequisite,inferred,Choosing the variable means comparing the x setup against the y setup.
BC-SKL-08019,BC-SKL-08029,hard_prerequisite,inferred,Each summand is a single upper minus lower area integral.
BC-SKL-08019,BC-SKL-08030,hard_prerequisite,inferred,The absolute value integrand is the difference the area setup already uses.
BC-SKL-08019,BC-SKL-08031,supporting,inferred,The side reuses the difference of boundary functions from the area setup.
BC-SKL-08019,BC-SKL-08048,hard_prerequisite,inferred,Deciding which curve is farther repeats the upper curve comparison.
BC-SKL-08019,BC-SKL-08049,hard_prerequisite,inferred,The region revolved is the area between curves region.
BC-SKL-08019,BC-SKL-09041,supporting,inferred,Setting up an area as a difference of boundary curves is the Cartesian form of the polar area between curves.
BC-SKL-08020,BC-SKL-08019,hard_prerequisite,inferred,The limits of the area integral are the intersection inputs.
BC-SKL-08020,BC-SKL-08021,supporting,inferred,The calculator solve replaces the algebraic solve for the same limits.
BC-SKL-08020,BC-SKL-08027,hard_prerequisite,inferred,Locating every intersection extends the two point intersection solve.
BC-SKL-08021,BC-SKL-08019,supporting,inferred,Stored calculator solutions serve as the limits when exact ones are unavailable.
BC-SKL-08022,BC-SKL-08029,supporting,inferred,The pieces are evaluated the way a single area integral is.
BC-SKL-08023,BC-SKL-08024,hard_prerequisite,inferred,Comparing x values requires both curves written in y.
BC-SKL-08023,BC-SKL-08025,hard_prerequisite,inferred,The integrand in y needs both curves solved for x.
BC-SKL-08023,BC-SKL-08042,hard_prerequisite,inferred,Revolving about the y axis needs the curve as a function of y.
BC-SKL-08023,BC-SKL-08045,hard_prerequisite,inferred,Distance to a vertical line needs the curve expressed in y.
BC-SKL-08023,BC-SKL-08050,hard_prerequisite,inferred,Both boundaries must be written as functions of y.
BC-SKL-08024,BC-SKL-08025,hard_prerequisite,inferred,The order right minus left is fixed by which curve gives the larger x.
BC-SKL-08025,BC-SKL-08026,hard_prerequisite,inferred,Choosing the variable means comparing the y setup against the x setup.
